field,town,speed,scenario_id,scenario_label,expected,predicted,correct,count
weather,town04,70kph,N2_wet_road,N2 wet,heavy_rain,heavy_rain,yes,83
weather,town04,70kph,N3_snow_slush,N3 snow,clear,clear,yes,111
weather,town04,80kph,N1_dry_nominal,N1 dry,clear,clear,yes,72
weather,town04,80kph,N2_wet_road,N2 wet,heavy_rain,clear,no,2
weather,town04,80kph,N2_wet_road,N2 wet,heavy_rain,heavy_rain,yes,73
weather,town04,80kph,N3_snow_slush,N3 snow,clear,clear,yes,111
weather,town04,90kph,N1_dry_nominal,N1 dry,clear,clear,yes,66
weather,town04,90kph,N2_wet_road,N2 wet,heavy_rain,clear,no,2
weather,town04,90kph,N2_wet_road,N2 wet,heavy_rain,heavy_rain,yes,49
weather,town04,90kph,N3_snow_slush,N3 snow,clear,clear,yes,111
